Departmets|Groups|Job Type|Marital Status|Age|Business Unit|Hire Date|Emp.Type|Sick Days|Balance Days|Years in current role|Years since last promition|Education|Job Involvement|Job Satisfaction|Performance Rating|Relationship Satisfaction|WorkLife Balance|Last Name|Gender|Salary|Job Classification
Research and Development|Group A|Full Time|Married|39|Houston|08/08/2017|Non Active|5|16|2 Years|2 Years|Doctor|Very High|Low|Low|Very High|Bad|Mcclain|Male|104451|White Collar
Media Relations|Group A|Part Time|Divorced|62|Houston|10/12/2015|Non Active|8|8|3 Years|3 Years|College|Low|Very High|Good|Very High|Bad|Jennings|Male|81459|Other
Quality Assurance|Group C|Full Time|Married|60|Houston|12/07/2017|Non Active|3|13|3 Years|1 Year|College|Very High|Medium|Low|Medium|Best|Dale|Female|81177|Other
Asset Management|Group C|Full Time|Divorced|37|Seattle|06/10/2013|Non Active|3|7|2 Years|2 Years|Masters|Medium|Low|Good|High|Better|Harrington|Male|74973|White Collar
Asset Management|Group D|Part Time|Single|41|Los Angeles|05/27/2018|Non Active|9|10|1 Year|1 Year|Masters|Medium|Medium|Low|Low|Good|Beard|Male|74126|Other
Public Relations|Group C|Part Time|Divorced|49|New York City|02/20/2015|Non Active|4|19|1 Year|3 Years|Bachelor|High|Medium|Good|Medium|Better|Lynch|Male|118364|White Collar
Accounting|Group C|Part Time|Married|36|New York City|10/30/2013|Non Active|5|19|3 Years|3 Years|Masters|Low|Very High|Outstanding|High|Better|Kane|Female|72565|Blue Collar
Quality Assurance|Group A|Full Time|Married|50|Houston|03/19/2015|Active|1|19|3 Years|1 Year|College|Very High|High|Good|Very High|Better|Summers|Female|103533|White Collar
Public Relations|Group B|Part Time|Single|39|Houston|01/21/2017|Active|2|18|3 Years|2 Years|Bachelor|Low|Very High|Low|High|Best|Browning|Male|82018|White Collar
Tech Support|Group D|Full Time|Single|38|Los Angeles|09/11/2013|Non Active|8|18|2 Years|2 Years|Bachelor|Very High|High|Good|High|Better|Mitchell|Male|92671|Other
Public Relations|Group A|Part Time|Divorced|52|New York City|08/08/2013|Non Active|9|12|1 Year|1 Year|Masters|Low|High|Outstanding|Medium|Good|Page|Female|113668|Other
Payroll|Group C|Part Time|Single|63|Los Angeles|04/24/2014|Non Active|10|14|3 Years|3 Years|Masters|Very High|Medium|Good|Very High|Better|Hardin|Male|79021|Blue Collar
Asset Management|Group A|Part Time|Single|40|New York City|08/07/2017|Non Active|3|7|1 Year|3 Years|Masters|High|Very High|Low|High|Bad|Craig|Male|74130|Other
Sales and Marketing|Group D|Full Time|Married|49|Seattle|07/29/2015|Non Active|8|17|2 Years|2 Years|Bachelor|High|Low|Excellent|Medium|Best|Holman|Male|70135|White Collar
Customer Relations|Group C|Full Time|Single|49|Los Angeles|06/11/2013|Non Active|3|10|3 Years|3 Years|Doctor|Low|High|Good|Very High|Best|Flores|Female|118055|Other
Human Resources|Group C|Full Time|Divorced|26|New York City|02/22/2013|Active|8|18|1 Year|1 Year|Bachelor|High|Very High|Excellent|Very High|Good|Cervantes|Male|78016|Blue Collar
Finances|Group B|Part Time|Married|46|Houston|08/26/2016|Active|12|19|2 Years|2 Years|College|Low|Medium|Good|Medium|Best|Burton|Male|87045|White Collar
Sales and Marketing|Group B|Full Time|Single|58|Seattle|07/16/2016|Active|5|10|2 Years|3 Years|College|Very High|Low|Excellent|Very High|Bad|Howard|Female|78398|Other
Sales and Marketing|Group C|Full Time|Married|33|Houston|08/12/2014|Non Active|9|17|1 Year|1 Year|Bachelor|High|Very High|Low|Medium|Good|Berry|Female|110326|White Collar
Research and Development|Group A|Full Time|Married|51|Los Angeles|11/23/2018|Non Active|7|20|2 Years|2 Years|Masters|Very High|Very High|Excellent|Medium|Better|Sosa|Female|75222|White Collar
Research and Development|Group D|Part Time|Divorced|36|Los Angeles|11/17/2018|Non Active|5|8|1 Year|2 Years|Doctor|High|Medium|Excellent|Low|Better|Hubbard|Male|75481|Other
Accounting|Group C|Part Time|Single|46|Los Angeles|04/07/2018|Non Active|4|18|1 Year|1 Year|Doctor|Medium|Medium|Excellent|High|Bad|Oneal|Female|113634|Blue Collar
Research and Development|Group B|Full Time|Divorced|38|Seattle|09/14/2018|Non Active|5|8|3 Years|2 Years|Masters|Very High|Medium|Excellent|High|Best|Miranda|Male|114164|White Collar
Human Resources|Group D|Part Time|Single|57|Seattle|09/04/2015|Active|9|18|3 Years|1 Year|Masters|Very High|Low|Excellent|Low|Good|Wilkins|Male|93205|Other
Customer Relations|Group C|Full Time|Married|64|Los Angeles|09/08/2016|Active|11|5|1 Year|1 Year|Masters|Very High|High|Good|Very High|Best|Hamilton|Female|111625|White Collar
Finances|Group D|Part Time|Single|24|Houston|09/18/2017|Active|3|7|3 Years|3 Years|College|High|Very High|Good|High|Bad|Conway|Female|92821|Other
Asset Management|Group D|Part Time|Single|59|Houston|04/03/2014|Active|3|19|1 Year|1 Year|Bachelor|Medium|Very High|Outstanding|Medium|Good|Bennett|Male|84181|White Collar
Media Relations|Group A|Part Time|Married|48|Houston|08/02/2018|Active|1|20|2 Years|2 Years|Doctor|High|Very High|Low|Medium|Good|Snyder|Female|76745|White Collar
Legal Department|Group C|Part Time|Divorced|32|New York City|07/27/2017|Active|5|18|3 Years|1 Year|College|Low|Very High|Excellent|Medium|Bad|Talley|Female|74009|Blue Collar
Customer Service|Group C|Part Time|Married|46|Los Angeles|11/19/2018|Active|5|8|2 Years|1 Year|Masters|Medium|High|Good|Very High|Best|Mayo|Female|86089|Blue Collar
Research and Development|Group B|Full Time|Single|59|New York City|02/15/2015|Non Active|2|16|3 Years|3 Years|Masters|Medium|Medium|Excellent|Low|Better|Pitts|Male|72952|Other
Advertising|Group C|Part Time|Married|24|Los Angeles|12/02/2017|Non Active|1|18|3 Years|1 Year|College|Medium|High|Good|High|Best|Bowman|Male|97013|Blue Collar
Accounting|Group A|Part Time|Single|65|Los Angeles|05/20/2018|Non Active|3|18|1 Year|1 Year|Doctor|Low|Medium|Low|High|Bad|Sargent|Male|95289|Blue Collar
Media Relations|Group B|Full Time|Married|40|Los Angeles|10/11/2017|Active|1|6|3 Years|3 Years|Doctor|Very High|Low|Outstanding|Very High|Better|Diaz|Male|87676|Blue Collar
Customer Service|Group B|Full Time|Married|54|Los Angeles|01/06/2013|Non Active|8|20|2 Years|1 Year|Bachelor|High|Medium|Good|High|Best|Mathews|Male|83001|Other
Research and Development|Group A|Part Time|Married|37|New York City|05/05/2015|Active|7|7|1 Year|1 Year|College|Very High|Medium|Good|Medium|Best|Allison|Male|100683|Blue Collar
Human Resources|Group B|Full Time|Single|50|New York City|12/02/2015|Active|2|17|2 Years|3 Years|College|Very High|Medium|Good|Very High|Better|Trujillo|Male|71190|Other
Advertising|Group C|Full Time|Single|34|New York City|09/19/2013|Non Active|7|15|2 Years|2 Years|College|Very High|High|Low|Low|Bad|Miller|Male|76236|White Collar
Public Relations|Group C|Full Time|Married|25|Houston|03/11/2015|Non Active|1|8|2 Years|2 Years|Doctor|Low|Very High|Excellent|Very High|Good|Mcneil|Male|102736|Other
Sales and Marketing|Group B|Part Time|Divorced|35|New York City|02/21/2015|Active|2|13|3 Years|1 Year|Bachelor|Medium|High|Good|Very High|Bad|Morris|Female|75501|Blue Collar
Advertising|Group B|Part Time|Single|43|Seattle|11/29/2017|Non Active|1|12|2 Years|2 Years|Masters|Low|Low|Good|Medium|Good|Little|Female|114437|White Collar
Public Relations|Group B|Part Time|Divorced|59|Los Angeles|05/30/2017|Non Active|4|7|1 Year|3 Years|Masters|High|Medium|Excellent|High|Good|Orr|Female|71397|Other
Tech Support|Group A|Full Time|Single|57|New York City|01/18/2015|Non Active|1|16|2 Years|3 Years|Masters|Very High|Medium|Good|Medium|Best|Buchanan|Female|100259|White Collar
Asset Management|Group B|Part Time|Married|37|Seattle|03/13/2018|Non Active|11|20|3 Years|3 Years|Doctor|Low|Medium|Outstanding|Medium|Best|Dixon|Male|112066|Other
Payroll|Group D|Part Time|Married|31|Seattle|07/09/2015|Active|3|5|3 Years|3 Years|College|High|Very High|Excellent|Very High|Good|Knox|Male|94262|Other
Payroll|Group B|Part Time|Married|29|Seattle|12/05/2018|Active|1|10|2 Years|3 Years|College|Low|Medium|Low|Very High|Good|Castillo|Female|106180|Blue Collar
Asset Management|Group C|Part Time|Divorced|36|New York City|12/07/2018|Active|2|7|3 Years|1 Year|Doctor|Low|Medium|Good|Low|Better|Herrera|Male|86547|White Collar
Advertising|Group A|Part Time|Single|46|Los Angeles|11/26/2017|Non Active|5|11|3 Years|2 Years|Bachelor|Low|High|Low|Low|Good|Bryant|Female|103343|Blue Collar
Advertising|Group A|Part Time|Divorced|30|New York City|12/05/2018|Active|2|8|2 Years|2 Years|Bachelor|Medium|Low|Excellent|Medium|Best|Mosley|Female|92077|Blue Collar
Sales and Marketing|Group B|Part Time|Married|32|Seattle|12/30/2014|Non Active|10|17|2 Years|3 Years|Masters|Very High|Low|Outstanding|Medium|Good|Sheppard|Female|116066|Other
Asset Management|Group A|Part Time|Single|57|Los Angeles|06/21/2014|Non Active|10|14|1 Year|3 Years|Doctor|Very High|High|Good|Medium|Bad|Wright|Male|104976|Other
Public Relations|Group D|Full Time|Divorced|63|Houston|02/11/2015|Active|8|19|2 Years|2 Years|Masters|High|Medium|Outstanding|High|Best|Dyer|Male|71805|Other
Accounting|Group D|Part Time|Divorced|63|Seattle|05/06/2018|Active|7|11|3 Years|1 Year|Doctor|Very High|Medium|Excellent|High|Best|Rowe|Female|86739|Other
Public Relations|Group C|Full Time|Divorced|40|New York City|04/05/2014|Non Active|11|20|3 Years|3 Years|Bachelor|High|Very High|Excellent|Very High|Better|Drake|Female|118952|Blue Collar
Legal Department|Group C|Part Time|Single|39|Houston|03/15/2015|Active|1|18|2 Years|3 Years|Doctor|Very High|High|Low|High|Bad|Harmon|Male|113807|White Collar
Customer Service|Group A|Full Time|Single|31|Houston|08/17/2017|Active|4|15|2 Years|3 Years|Masters|Low|Low|Good|Medium|Good|Wiggins|Female|116496|Other
Quality Assurance|Group A|Part Time|Divorced|38|Los Angeles|10/19/2018|Non Active|12|12|1 Year|1 Year|Doctor|High|Very High|Good|Very High|Better|Rivers|Female|117882|White Collar
Public Relations|Group C|Full Time|Divorced|48|New York City|09/30/2014|Active|8|15|3 Years|2 Years|College|High|Low|Excellent|Low|Best|Franco|Male|111602|Blue Collar
Finances|Group C|Full Time|Divorced|24|New York City|08/01/2016|Non Active|12|11|1 Year|3 Years|College|Very High|Very High|Excellent|Low|Better|Mccoy|Male|119132|Blue Collar
Customer Relations|Group D|Full Time|Single|53|Seattle|11/15/2016|Active|3|14|2 Years|2 Years|Masters|Very High|High|Outstanding|Very High|Better|Clarke|Female|102152|Blue Collar
Payroll|Group C|Full Time|Married|49|Houston|08/06/2014|Non Active|4|5|2 Years|2 Years|College|Low|Very High|Outstanding|Low|Best|Mitchell|Male|84064|White Collar
Asset Management|Group D|Part Time|Single|31|Houston|06/11/2018|Active|6|5|3 Years|3 Years|Masters|Low|Very High|Excellent|High|Good|Leach|Female|70659|Blue Collar
Customer Relations|Group C|Part Time|Divorced|64|New York City|08/28/2015|Non Active|1|11|2 Years|1 Year|Bachelor|Medium|Very High|Low|Medium|Good|Kramer|Male|90356|Blue Collar
Human Resources|Group A|Part Time|Single|39|Seattle|07/23/2016|Non Active|1|13|3 Years|3 Years|Doctor|Low|High|Low|Medium|Good|Guerra|Female|106042|Blue Collar
Media Relations|Group A|Full Time|Single|40|Seattle|10/04/2017|Active|2|18|1 Year|2 Years|College|Low|Low|Low|High|Good|Ball|Male|102003|Other
Advertising|Group A|Full Time|Divorced|62|Seattle|10/07/2016|Non Active|4|15|1 Year|2 Years|Masters|High|Very High|Excellent|Low|Best|Mcmillan|Female|101834|Other
Media Relations|Group C|Full Time|Divorced|46|Seattle|06/08/2014|Active|11|6|1 Year|2 Years|Bachelor|Very High|High|Outstanding|Very High|Bad|Davis|Female|118737|Blue Collar
Tech Support|Group B|Part Time|Divorced|28|New York City|06/27/2017|Active|9|20|2 Years|3 Years|Masters|High|Low|Excellent|Very High|Best|Snyder|Female|97204|Other
Finances|Group D|Full Time|Divorced|59|Houston|10/08/2013|Non Active|11|9|3 Years|3 Years|Doctor|High|Very High|Good|High|Better|Beach|Female|93427|Other
Asset Management|Group D|Part Time|Married|28|Seattle|08/19/2016|Active|1|16|1 Year|3 Years|College|Low|High|Good|Very High|Best|Lara|Male|87334|Blue Collar
Research and Development|Group A|Part Time|Single|30|Houston|09/21/2013|Non Active|3|16|1 Year|2 Years|Masters|Medium|Low|Outstanding|Medium|Bad|Knox|Female|86562|White Collar
Asset Management|Group C|Full Time|Divorced|46|New York City|01/20/2014|Non Active|1|18|3 Years|1 Year|College|Low|Very High|Low|High|Bad|Reid|Female|92375|Other
Payroll|Group B|Full Time|Married|24|Los Angeles|06/06/2013|Active|8|10|3 Years|2 Years|Masters|Very High|Very High|Low|Very High|Best|Brown|Male|111286|Other
Advertising|Group C|Part Time|Single|65|Los Angeles|07/20/2015|Non Active|2|12|2 Years|3 Years|Bachelor|High|High|Good|Medium|Good|Griffith|Male|95656|White Collar
Finances|Group D|Part Time|Married|38|Houston|02/06/2013|Non Active|5|9|1 Year|3 Years|College|Very High|High|Good|Medium|Bad|Blackwell|Female|117694|Blue Collar
Sales and Marketing|Group D|Full Time|Single|33|Seattle|06/12/2015|Active|11|14|3 Years|3 Years|College|Low|Very High|Outstanding|Medium|Bad|Tanner|Female|93216|White Collar
Accounting|Group C|Full Time|Single|38|Los Angeles|08/23/2016|Non Active|11|15|2 Years|1 Year|Bachelor|Very High|Very High|Good|High|Better|Wolf|Male|88636|White Collar
Media Relations|Group C|Full Time|Married|41|Los Angeles|07/31/2015|Non Active|4|13|3 Years|1 Year|Masters|High|Low|Outstanding|Low|Bad|Mays|Male|119691|White Collar
Finances|Group A|Full Time|Single|49|Houston|04/02/2014|Active|2|19|1 Year|2 Years|College|High|High|Outstanding|Low|Good|Vega|Female|101515|Blue Collar
Media Relations|Group A|Part Time|Married|57|Los Angeles|09/09/2018|Active|12|11|2 Years|3 Years|Doctor|Medium|High|Excellent|Medium|Good|Christensen|Male|92945|Blue Collar
Asset Management|Group B|Part Time|Single|50|Los Angeles|05/24/2016|Active|7|7|2 Years|2 Years|Masters|High|Medium|Good|Very High|Good|Vinson|Female|89595|White Collar
Customer Service|Group B|Full Time|Single|34|Houston|08/03/2014|Active|3|19|1 Year|1 Year|Bachelor|Medium|Low|Excellent|Low|Bad|Wolf|Male|95037|Other
Customer Service|Group D|Part Time|Married|62|New York City|10/10/2013|Active|8|12|1 Year|3 Years|Masters|Low|Medium|Good|High|Better|Burke|Female|81695|Blue Collar
Public Relations|Group D|Part Time|Divorced|38|New York City|08/02/2014|Non Active|11|20|1 Year|3 Years|Masters|Very High|Very High|Low|Low|Best|Hammond|Male|97271|White Collar
Public Relations|Group C|Part Time|Single|50|Houston|01/07/2015|Non Active|12|5|3 Years|1 Year|Masters|High|Low|Low|Very High|Best|Stephenson|Female|119374|Blue Collar
Finances|Group B|Full Time|Single|26|Houston|12/30/2013|Active|12|20|2 Years|2 Years|Bachelor|High|High|Low|Very High|Good|Weaver|Female|110258|White Collar
Payroll|Group B|Full Time|Single|43|Houston|06/04/2013|Non Active|3|6|2 Years|3 Years|Masters|High|Very High|Outstanding|Low|Bad|Mccarty|Female|108248|Other
Payroll|Group D|Full Time|Divorced|53|Houston|07/19/2017|Non Active|6|15|3 Years|3 Years|College|Very High|Medium|Low|High|Best|Nash|Female|70553|Blue Collar
Legal Department|Group C|Full Time|Married|49|Los Angeles|07/06/2017|Non Active|10|17|1 Year|2 Years|Doctor|Medium|Medium|Good|Medium|Best|Colon|Female|91485|White Collar
Sales and Marketing|Group B|Part Time|Divorced|41|Los Angeles|10/16/2014|Non Active|7|13|1 Year|2 Years|College|Medium|Low|Excellent|Medium|Better|Cummings|Female|96267|Other
Public Relations|Group C|Part Time|Married|40|Seattle|08/20/2015|Active|6|11|1 Year|3 Years|College|Medium|Low|Excellent|Low|Best|Velazquez|Female|89022|White Collar
Advertising|Group C|Full Time|Divorced|36|Seattle|10/27/2013|Non Active|1|7|2 Years|3 Years|Masters|High|High|Low|Medium|Better|Marks|Male|88960|Other
Media Relations|Group B|Part Time|Married|57|Seattle|07/11/2016|Non Active|12|15|3 Years|1 Year|Masters|Low|Very High|Outstanding|Very High|Best|Woodward|Female|115934|Blue Collar
Research and Development|Group B|Part Time|Single|36|New York City|04/10/2017|Active|1|9|3 Years|3 Years|Bachelor|Medium|Low|Low|High|Bad|Hall|Female|83659|White Collar
Customer Service|Group D|Full Time|Divorced|31|Seattle|03/28/2013|Non Active|6|14|3 Years|2 Years|Doctor|High|High|Low|Low|Bad|Wagner|Male|117384|Other
Media Relations|Group C|Full Time|Single|63|Seattle|10/25/2014|Non Active|9|7|2 Years|1 Year|Bachelor|Very High|Very High|Good|Very High|Best|Christensen|Female|72660|White Collar
Legal Department|Group B|Part Time|Married|60|New York City|07/17/2017|Active|9|15|3 Years|3 Years|Doctor|High|Medium|Excellent|Very High|Good|Cash|Male|77550|White Collar
Finances|Group C|Part Time|Divorced|57|Los Angeles|01/09/2013|Active|10|8|2 Years|3 Years|College|Medium|Very High|Low|Low|Best|Poole|Female|71793|White Collar
Tech Support|Group A|Part Time|Single|49|Seattle|05/15/2018|Non Active|8|15|1 Year|2 Years|Masters|Medium|Very High|Excellent|Very High|Best|Carson|Male|111905|Blue Collar
Accounting|Group A|Part Time|Married|41|Houston|06/02/2018|Non Active|1|6|3 Years|1 Year|Masters|Very High|Very High|Low|High|Better|Pate|Female|118304|Blue Collar
Research and Development|Group B|Full Time|Married|64|Seattle|03/02/2014|Active|7|8|2 Years|3 Years|Doctor|Low|Medium|Low|High|Better|Baird|Female|77475|Other
Payroll|Group D|Part Time|Divorced|45|New York City|07/01/2013|Non Active|3|8|2 Years|3 Years|Bachelor|Low|Medium|Excellent|Medium|Best|Gill|Female|83696|Other
Sales and Marketing|Group D|Full Time|Single|42|Seattle|02/26/2018|Non Active|2|16|2 Years|3 Years|Masters|Low|Low|Low|Medium|Better|Grimes|Female|112942|Blue Collar
Advertising|Group B|Part Time|Single|52|Los Angeles|12/01/2014|Active|3|13|1 Year|1 Year|College|Medium|Medium|Excellent|High|Better|Barron|Male|119198|Other
Media Relations|Group B|Part Time|Divorced|54|Seattle|01/05/2016|Non Active|2|6|3 Years|3 Years|Bachelor|Low|Low|Low|Medium|Better|Sandoval|Male|91649|White Collar
Tech Support|Group C|Full Time|Married|26|New York City|06/18/2014|Active|5|5|2 Years|2 Years|College|High|Low|Good|High|Good|Fox|Female|112894|White Collar
Human Resources|Group A|Full Time|Divorced|47|New York City|08/06/2016|Active|8|10|3 Years|2 Years|Bachelor|Medium|High|Good|High|Good|Stout|Male|110277|Blue Collar
Accounting|Group D|Part Time|Divorced|28|Houston|11/21/2015|Non Active|4|19|1 Year|2 Years|College|High|Medium|Low|Very High|Good|Townsend|Male|91407|Blue Collar
Accounting|Group D|Full Time|Married|62|Seattle|05/10/2018|Active|11|13|3 Years|1 Year|Doctor|Very High|Medium|Good|Low|Best|Lee|Male|77751|Other
Public Relations|Group B|Part Time|Married|52|Houston|05/23/2017|Active|1|17|1 Year|2 Years|Masters|Low|Very High|Good|High|Better|Fischer|Male|97382|Other
Research and Development|Group D|Full Time|Married|41|Houston|11/14/2013|Non Active|11|9|2 Years|2 Years|Bachelor|Very High|Medium|Outstanding|High|Good|Garner|Female|81606|Blue Collar
Customer Relations|Group B|Full Time|Married|27|New York City|07/09/2016|Non Active|1|14|1 Year|2 Years|Masters|Very High|Medium|Low|Low|Better|Hinton|Female|102675|Blue Collar
Sales and Marketing|Group C|Full Time|Married|30|Seattle|03/18/2018|Active|9|20|1 Year|3 Years|Bachelor|Low|High|Excellent|Low|Best|Waters|Female|74264|Other
